CROP,YEAR,SEASON,STATE,AREA,PRODUCTION,ANNUAL_RAINFALL,FERTILIZER,PESTICIDE,YIELD,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Rice,2010,Autumn     ,Assam,307988,355825,2578.5,51159886.68,73917.12,1.272592593,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Rice,2010,Summer     ,Assam,398785,1027575,2578.5,66242176.35,95708.4,2.342222222,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Rice,2010,Winter     ,Assam,1830682,3649129,2578.5,304094587,439363.68,1.958888889,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Sesamum,2010,Kharif     ,Assam,11888,6759,2578.5,1974715.68,2853.12,0.496666667,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Small millets,2010,Kharif     ,Assam,5186,2600,2578.5,861446.46,1244.64,0.505384615,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Sugarcane,2010,Whole Year ,Assam,29736,1076332,2578.5,4939446.96,7136.64,36.27592593,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Sweet potato,2010,Whole Year ,Assam,6186,21378,2578.5,1027556.46,1484.64,3.412592593,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Tapioca,2010,Whole Year ,Assam,4179,19922,2578.5,694173.69,1002.96,4.5232,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Tobacco,2010,Whole Year ,Assam,490,250,2578.5,81393.9,117.6,0.6084,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Turmeric,2010,Whole Year ,Assam,14963,10623,2578.5,2485503.93,3591.12,0.753333333,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Urad,2010,Rabi       ,Assam,48796,27216,2578.5,8105503.56,11711.04,0.577037037,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Wheat,2010,Rabi       ,Assam,44772,56216,2578.5,7437076.92,10745.28,1.196666667,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Arecanut,2010,Whole Year ,Meghalaya,14611,20501,3119.7,2427033.21,3506.64,1.202857143,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Arhar/Tur,2010,Kharif     ,Meghalaya,779,611,3119.7,129399.69,186.96,0.79,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Banana,2010,Kharif     ,Meghalaya,6795,79954,3119.7,1128717.45,1630.8,10.29285714,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Black pepper,2010,Whole Year ,Meghalaya,889,465,3119.7,147671.79,213.36,0.52,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Cashewnut,2010,Whole Year ,Meghalaya,8650,15414,3119.7,1436851.5,2076,1.476666667,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Castor seed,2010,Kharif     ,Meghalaya,25,12,3119.7,4152.75,6,0.626666667,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Cotton(lint),2010,Kharif     ,Meghalaya,6816,5571,3119.7,1132205.76,1635.84,0.823333333,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Dry chillies,2010,Whole Year ,Meghalaya,1848,1415,3119.7,306971.28,443.52,1.03,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Ginger,2010,Kharif     ,Meghalaya,9438,56622,3119.7,1567746.18,2265.12,7.162857143,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Gram,2010,Rabi       ,Meghalaya,554,344,3119.7,92024.94,132.96,0.58,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Jute,2010,Kharif     ,Meghalaya,3881,34354,3119.7,644672.91,931.44,6.72,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Linseed,2010,Rabi       ,Meghalaya,82,39,3119.7,13621.02,19.68,0.48,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Maize,2010,Kharif     ,Meghalaya,17276,26500,3119.7,2869716.36,4146.24,1.561428571,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Masoor,2010,Rabi       ,Meghalaya,339,280,3119.7,56311.29,81.36,0.7625,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Mesta,2010,Kharif     ,Meghalaya,4122,18231,3119.7,684705.42,989.28,4.5,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Other  Rabi pulses,2010,Rabi       ,Meghalaya,873,623,3119.7,145014.03,209.52,0.692857143,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Peas & beans (Pulses),2010,Rabi       ,Meghalaya,1035,1420,3119.7,171923.85,248.4,1.274285714,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Potato,2010,Whole Year ,Meghalaya,17685,164647,3119.7,2937655.35,4244.4,7.374285714,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Rapeseed &Mustard,2010,Rabi       ,Meghalaya,7152,4859,3119.7,1188018.72,1716.48,0.592857143,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Rice,2010,Autumn     ,Meghalaya,32596,42492,3119.7,5414521.56,7823.04,1.53,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Rice,2010,Rabi       ,Meghalaya,12797,47413,3119.7,2125709.67,3071.28,2.077142857,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Rice,2010,Winter     ,Meghalaya,62892,117116,3119.7,10446990.12,15094.08,1.828571429,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Sesamum,2010,Kharif     ,Meghalaya,1584,852,3119.7,263118.24,380.16,0.583333333,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Small millets,2010,Rabi       ,Meghalaya,2231,1695,3119.7,370591.41,535.44,0.914285714,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Soyabean,2010,Kharif     ,Meghalaya,1078,1186,3119.7,179066.58,258.72,1.038571429,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Sugarcane,2010,Whole Year ,Meghalaya,68,180,3119.7,11295.48,16.32,2.35,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Sweet potato,2010,Kharif     ,Meghalaya,4133,13241,3119.7,686532.63,991.92,3.584285714,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Tapioca,2010,Kharif     ,Meghalaya,4180,21793,3119.7,694339.8,1003.2,6.087142857,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Tobacco,2010,Rabi       ,Meghalaya,631,420,3119.7,104815.41,151.44,0.7475,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Turmeric,2010,Whole Year ,Meghalaya,1928,10058,3119.7,320260.08,462.72,5.167142857,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Wheat,2010,Rabi       ,Meghalaya,393,704,3119.7,65281.23,94.32,1.2475,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.4,3.6,882.3,1690.1,135.4
Arecanut,2011,Rabi       ,Assam,68699,60075,1743.4,11508456.48,22670.67,0.878148148,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Arhar/Tur,2011,Kharif     ,Assam,5697,4467,1743.4,954361.44,1880.01,0.774074074,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Banana,2011,Whole Year ,Assam,47563,729102,1743.4,7967753.76,15695.79,14.98222222,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Black pepper,2011,Whole Year ,Assam,3647,5198,1743.4,610945.44,1203.51,1.597777778,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Castor seed,2011,Kharif     ,Assam,1024,538,1743.4,171540.48,337.92,0.515833333,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Coconut ,2011,Whole Year ,Assam,20710,175613000,1743.4,3469339.2,6834.3,7299.402593,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Cotton(lint),2011,Kharif     ,Assam,1230,581,1743.4,206049.6,405.9,0.595652174,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Dry chillies,2011,Whole Year ,Assam,19526,12871,1743.4,3270995.52,6443.58,0.655185185,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Ginger,2011,Whole Year ,Assam,16338,121369,1743.4,2736941.76,5391.54,7.513333333,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Gram,2011,Rabi       ,Assam,1823,955,1743.4,305388.96,601.59,0.5328,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Jute,2011,Kharif     ,Assam,65560,608023,1743.4,10982611.2,21634.8,9.125555556,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Linseed,2011,Rabi       ,Assam,7037,3981,1743.4,1178838.24,2322.21,0.536086957,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Maize,2011,Kharif     ,Assam,21297,17075,1743.4,3567673.44,7028.01,0.693333333,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Masoor,2011,Rabi       ,Assam,22544,11798,1743.4,3776570.88,7439.52,0.526,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Mesta,2011,Kharif     ,Assam,4877,27718,1743.4,816995.04,1609.41,5.8716,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Moong(Green Gram),2011,Rabi       ,Assam,11512,6347,1743.4,1928490.24,3798.96,0.524074074,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Niger seed,2011,Kharif     ,Assam,8423,4372,1743.4,1411020.96,2779.59,0.604347826,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Onion,2011,Whole Year ,Assam,7372,22595,1743.4,1234957.44,2432.76,3.02962963,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Peas & beans (Pulses),2011,Rabi       ,Assam,21151,13602,1743.4,3543215.52,6979.83,0.645925926,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Potato,2011,Whole Year ,Assam,97816,682597,1743.4,16386136.32,32279.28,7.035925926,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rapeseed &Mustard,2011,Rabi       ,Assam,247949,138647,1743.4,41536416.48,81823.17,0.538888889,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rice,2011,Autumn     ,Assam,276486,338015,1743.4,46316934.72,91240.38,1.268518519,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rice,2011,Summer     ,Assam,393619,1080072,1743.4,65939054.88,129894.27,2.489615385,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rice,2011,Winter     ,Assam,1875601,3297591,1743.4,314200679.5,618948.33,1.797037037,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Sesamum,2011,Kharif     ,Assam,11801,7957,1743.4,1976903.52,3894.33,0.594444444,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Small millets,2011,Kharif     ,Assam,3991,2041,1743.4,668572.32,1317.03,0.523913043,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Sugarcane,2011,Whole Year ,Assam,28404,1052514,1743.4,4758238.08,9373.32,37.69074074,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Sweet potato,2011,Whole Year ,Assam,6558,25769,1743.4,1098596.16,2164.14,4.177777778,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Tapioca,2011,Whole Year ,Assam,3875,28281,1743.4,649140,1278.75,8.222307692,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Tobacco,2011,Whole Year ,Assam,341,186,1743.4,57124.32,112.53,0.631304348,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Turmeric,2011,Whole Year ,Assam,15447,13442,1743.4,2587681.44,5097.51,0.864444444,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Urad,2011,Rabi       ,Assam,53669,29832,1743.4,8990630.88,17710.77,0.565555556,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Wheat,2011,Rabi       ,Assam,40194,48592,1743.4,6733298.88,13264.02,1.169615385,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Arecanut,2011,Whole Year ,Meghalaya,15448,21751,4083.104545,2587848.96,5097.84,1.228571429,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Arhar/Tur,2011,Kharif     ,Meghalaya,788,921,4083.104545,132005.76,260.04,0.96,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Banana,2011,Kharif     ,Meghalaya,6919,82125,4083.104545,1159070.88,2283.27,10.37,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Black pepper,2011,Whole Year ,Meghalaya,911,493,4083.104545,152610.72,300.63,0.537142857,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Cashewnut,2011,Whole Year ,Meghalaya,8697,15720,4083.104545,1456921.44,2870.01,1.493333333,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Castor seed,2011,Kharif     ,Meghalaya,30,16,4083.104545,5025.6,9.9,0.66,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Cotton(lint),2011,Kharif     ,Meghalaya,6871,6389,4083.104545,1151029.92,2267.43,0.903333333,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Dry chillies,2011,Whole Year ,Meghalaya,1893,1474,4083.104545,317115.36,624.69,1.041428571,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Ginger,2011,Kharif     ,Meghalaya,9461,58132,4083.104545,1584906.72,3122.13,7.397142857,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Gram,2011,Rabi       ,Meghalaya,561,352,4083.104545,93978.72,185.13,0.59,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Jute,2011,Kharif     ,Meghalaya,3889,34563,4083.104545,651485.28,1283.37,6.87,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Linseed,2011,Rabi       ,Meghalaya,85,41,4083.104545,14239.2,28.05,0.48,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Maize,2011,Kharif     ,Meghalaya,17303,26939,4083.104545,2898598.56,5709.99,1.58,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Masoor,2011,Rabi       ,Meghalaya,356,296,4083.104545,59637.12,117.48,0.7875,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Mesta,2011,Kharif     ,Meghalaya,4125,18433,4083.104545,691020,1361.25,4.54,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Other  Rabi pulses,2011,Rabi       ,Meghalaya,890,642,4083.104545,149092.8,293.7,0.71,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Peas & beans (Pulses),2011,Rabi       ,Meghalaya,1053,1488,4083.104545,176398.56,347.49,1.315714286,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Potato,2011,Whole Year ,Meghalaya,17717,165670,4083.104545,2967951.84,5846.61,7.448571429,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rapeseed &Mustard,2011,Rabi       ,Meghalaya,7193,4902,4083.104545,1204971.36,2373.69,0.6,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rice,2011,Autumn     ,Meghalaya,32605,43401,4083.104545,5461989.6,10759.65,1.511428571,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rice,2011,Rabi       ,Meghalaya,12836,54206,4083.104545,2150286.72,4235.88,2.07,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Rice,2011,Winter     ,Meghalaya,63434,125124,4083.104545,10626463.68,20933.22,1.91,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Sesamum,2011,Kharif     ,Meghalaya,1592,867,4083.104545,266691.84,525.36,0.598333333,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Small millets,2011,Rabi       ,Meghalaya,2290,1755,4083.104545,383620.8,755.7,0.938571429,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Soyabean,2011,Kharif     ,Meghalaya,1098,1231,4083.104545,183936.96,362.34,1.082857143,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Sugarcane,2011,Whole Year ,Meghalaya,74,199,4083.104545,12396.48,24.42,2.444,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Sweet potato,2011,Kharif     ,Meghalaya,4164,13701,4083.104545,697553.28,1374.12,3.63,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Tapioca,2011,Kharif     ,Meghalaya,4203,22046,4083.104545,704086.56,1386.99,6.122857143,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Tobacco,2011,Rabi       ,Meghalaya,641,434,4083.104545,107380.32,211.53,0.7575,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Turmeric,2011,Whole Year ,Meghalaya,2000,10512,4083.104545,335040,660,5.21,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Wheat,2011,Rabi       ,Meghalaya,395,710,4083.104545,66170.4,130.35,1.34,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.5,22.5,439.4,1236,45.6
Arecanut,2012,Rabi       ,Assam,67327,88999,2167.5,10152911.6,20871.37,1.557037037,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Arhar/Tur,2012,Kharif     ,Assam,5958,4937,2167.5,898466.4,1846.98,0.81962963,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Banana,2012,Whole Year ,Assam,47063,763234,2167.5,7097100.4,14589.53,15.99074074,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Black pepper,2012,Whole Year ,Assam,3531,5541,2167.5,532474.8,1094.61,1.682962963,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Castor seed,2012,Kharif     ,Assam,902,492,2167.5,136021.6,279.62,0.5436,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Coconut ,2012,Whole Year ,Assam,20233,136640000,2167.5,3051136.4,6272.23,6245.638519,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Cotton(lint),2012,Kharif     ,Assam,1802,863,2167.5,271741.6,558.62,0.489583333,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Dry chillies,2012,Whole Year ,Assam,18974,14765,2167.5,2861279.2,5881.94,0.746666667,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Ginger,2012,Whole Year ,Assam,16718,132305,2167.5,2521074.4,5182.58,7.902962963,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Gram,2012,Rabi       ,Assam,1742,966,2167.5,262693.6,540.02,0.590740741,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Jute,2012,Kharif     ,Assam,65092,557990,2167.5,9815873.6,20178.52,8.367777778,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Linseed,2012,Rabi       ,Assam,6466,3827,2167.5,975072.8,2004.46,0.564,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Maize,2012,Kharif     ,Assam,23695,21258,2167.5,3573206,7345.45,0.771481481,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
Masoor,2012,Rabi       ,Assam,28923,16731,2167.5,4361588.4,8966.13,0.5748,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
